,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
824,2024-10-02T16:20:49.186Z,-4.5278,101.8224,35.0,4.7,mb,39.0,188.0,1.142,0.73,us,us6000nw47,2024-10-02T16:50:29.005Z,"94 km SSW of Bengkulu, Indonesia",earthquake,8.8,1.96,0.106,28.0,reviewed,us,us
826,2024-10-02T15:35:52.207Z,49.2777,-128.7411,10.0,4.1,mb,31.0,97.0,1.419,1.07,us,us7000nhqw,2024-10-04T22:09:37.067Z,"188 km SW of Port McNeill, Canada",earthquake,5.67,1.968,0.08,42.0,reviewed,us,us
830,2024-10-02T14:40:53.561Z,35.578,141.0927,46.931,4.7,mb,38.0,141.0,2.532,0.56,us,us7000nhql,2024-10-04T14:43:44.005Z,"29 km SE of Hasaki, Japan",earthquake,6.91,7.652,0.117,22.0,reviewed,us,us
835,2024-10-02T10:51:09.956Z,13.1094,-89.9021,35.345,4.5,mwr,116.0,151.0,0.698,0.84,us,us7000nhpp,2024-10-02T11:10:31.040Z,"54 km S of Acajutla, El Salvador",earthquake,5.92,7.546,0.078,16.0,reviewed,us,us
837,2024-10-02T10:13:45.484Z,23.0683,141.5993,217.835,4.7,mb,50.0,112.0,4.045,0.52,us,us7000nhpl,2024-10-02T10:39:30.040Z,"Volcano Islands, Japan region",earthquake,13.73,8.471,0.081,47.0,reviewed,us,us
840,2024-10-02T08:11:53.589Z,-20.5217,-178.3739,539.95,4.5,mb,54.0,78.0,3.305,0.7,us,us7000nhnl,2024-10-02T08:34:16.040Z,Fiji region,earthquake,14.03,7.233,0.039,189.0,reviewed,us,us
841,2024-10-02T06:49:11.249Z,-17.6026,-69.5744,160.9,4.4,mb,30.0,114.0,0.731,0.75,us,us7000nhn6,2024-10-02T07:37:03.040Z,"45 km ENE of Palca, Peru",earthquake,7.66,6.692,0.134,16.0,reviewed,us,us
843,2024-10-02T05:03:22.348Z,11.788,-87.7772,10.0,4.4,mb,35.0,181.0,1.167,0.77,us,us7000nhmq,2024-10-03T04:06:10.815Z,"101 km SW of Corinto, Nicaragua",earthquake,6.8,1.969,0.079,46.0,reviewed,us,us
846,2024-10-02T04:44:00.199Z,-1.1184,127.5419,10.0,4.5,mb,25.0,106.0,1.886,0.43,us,us7000nhmk,2024-10-08T01:05:14.040Z,"54 km S of Labuha, Indonesia",earthquake,8.27,1.903,0.124,19.0,reviewed,us,us
849,2024-10-02T02:28:16.031Z,-22.3469,-12.4648,9.885,4.6,mb,18.0,88.0,29.784,0.63,us,us7000nmmp,2024-10-24T01:00:36.040Z,southern Mid-Atlantic Ridge,earthquake,13.95,4.896,0.132,17.0,reviewed,us,us
850,2024-10-02T02:27:57.549Z,44.757,141.307,226.093,4.1,mb,11.0,82.0,1.121,0.4,us,us7000nmmv,2024-10-24T00:45:34.040Z,"36 km WSW of Teshio, Japan",earthquake,11.78,6.941,0.214,6.0,reviewed,us,us
854,2024-10-02T01:20:37.154Z,9.0668,126.9198,10.0,4.9,mb,61.0,83.0,2.387,0.55,us,us7000nhld,2024-10-24T00:25:12.040Z,"69 km ENE of Aras-asan, Philippines",earthquake,9.3,1.877,0.082,47.0,reviewed,us,us
855,2024-10-02T01:09:15.848Z,-7.035,106.5309,55.972,4.3,mb,34.0,108.0,1.189,0.66,us,us7000nhlt,2024-10-23T21:57:59.086Z,"5 km SSW of Pelabuhanratu, Indonesia",earthquake,10.29,7.466,0.111,23.0,reviewed,us,us
856,2024-10-02T01:09:07.822Z,-46.8899,-10.5156,10.0,5.3,mww,55.0,54.0,25.12,0.57,us,us7000nhlb,2024-10-24T00:22:33.146Z,southern Mid-Atlantic Ridge,earthquake,11.36,1.778,0.127,6.0,reviewed,us,us
857,2024-10-02T00:45:18.260Z,36.0808333333333,-120.200666666667,11.15,4.02,mw,71.0,36.0,0.04766,0.17,nc,nc75069176,2024-10-10T10:33:41.881Z,"11 km NNW of Avenal, CA",earthquake,0.18,0.25,,8.0,reviewed,nc,nc
859,2024-10-01T23:52:46.663Z,3.7667,95.846,46.666,4.6,mb,40.0,132.0,1.82,0.75,us,us7000nhl1,2024-10-04T00:12:25.005Z,"52 km SW of Meulaboh, Indonesia",earthquake,8.7,8.038,0.101,29.0,reviewed,us,us
861,2024-10-01T21:59:27.685Z,-16.4767,-173.7322,61.539,4.7,mb,38.0,102.0,3.172,0.8,us,us7000nhkj,2024-10-01T22:26:16.040Z,"58 km S of Hihifo, Tonga",earthquake,11.0,6.464,0.093,35.0,reviewed,us,us
863,2024-10-01T21:37:58.368Z,-1.0637,127.447,10.0,4.7,mb,37.0,83.0,1.825,0.84,us,us7000nhke,2024-10-01T22:16:25.040Z,"48 km S of Labuha, Indonesia",earthquake,7.4,1.904,0.101,33.0,reviewed,us,us
864,2024-10-01T21:19:49.696Z,14.2112,124.8534,10.0,5.9,mww,104.0,24.0,7.132,0.92,us,us7000nhk8,2024-10-02T21:23:55.061Z,"69 km ENE of Panganiban, Philippines",earthquake,7.9,1.833,0.046,46.0,reviewed,us,us
866,2024-10-01T20:41:25.486Z,-19.5822,-69.2195,111.417,4.4,mb,29.0,87.0,0.089,0.87,us,us7000nhk1,2024-10-23T15:39:51.040Z,"36 km SE of Camiña, Chile",earthquake,5.69,3.26,0.13,17.0,reviewed,us,us
867,2024-10-01T20:39:27.218Z,-18.6829,-172.6344,10.0,4.3,mb,15.0,89.0,2.593,0.81,us,us7000nmfz,2024-10-23T15:32:23.040Z,"142 km E of Neiafu, Tonga",earthquake,12.25,1.932,0.178,9.0,reviewed,us,us
868,2024-10-01T20:33:44.804Z,16.7269,119.9899,35.0,4.7,mb,50.0,93.0,6.145,0.89,us,us7000nmg2,2024-10-23T15:04:04.040Z,"34 km N of Binabalian, Philippines",earthquake,11.74,1.909,0.09,37.0,reviewed,us,us
870,2024-10-01T20:05:34.881Z,-19.2886,-173.0007,10.0,6.6,mww,114.0,23.0,2.772,0.71,us,us7000nhjw,2024-10-23T14:22:59.944Z,"125 km SE of Neiafu, Tonga",earthquake,3.27,1.739,0.035,77.0,reviewed,us,us
872,2024-10-01T19:52:49.449Z,-4.8285,133.8309,10.0,4.4,mb,26.0,86.0,2.467,1.05,us,us7000nmfy,2024-10-23T14:04:04.040Z,"148 km NE of Tual, Indonesia",earthquake,9.78,1.902,0.143,14.0,reviewed,us,us
873,2024-10-01T19:05:28.054Z,11.348,93.901,177.767,4.1,mb,24.0,85.0,5.874,0.54,us,us7000nmfx,2024-10-23T13:51:45.040Z,"130 km ESE of Port Blair, India",earthquake,12.16,5.435,0.14,14.0,reviewed,us,us
876,2024-10-01T17:27:01.877Z,9.4152,126.4891,66.406,4.5,mb,26.0,152.0,2.498,0.66,us,us7000nmfv,2024-10-23T20:49:31.040Z,"36 km ENE of Cortes, Philippines",earthquake,10.51,6.574,0.136,16.0,reviewed,us,us
877,2024-10-01T16:02:12.689Z,-49.0086,121.4104,10.0,4.6,mb,32.0,114.0,16.366,0.43,us,us7000nhhx,2024-10-01T17:26:00.040Z,western Indian-Antarctic Ridge,earthquake,8.08,1.784,0.105,29.0,reviewed,us,us
878,2024-10-01T15:43:45.483Z,-14.8145,168.0111,10.441,4.6,mb,43.0,140.0,6.719,0.72,us,us7000nhhs,2024-10-01T16:38:23.040Z,"104 km ENE of Port-Olry, Vanuatu",earthquake,9.54,4.755,0.092,39.0,reviewed,us,us
883,2024-10-01T11:49:05.149Z,38.9342,26.0028,10.0,4.1,mb,13.0,83.0,0.716,0.87,us,us7000nhg8,2024-10-02T08:26:38.040Z,"22 km SW of Polichnítos, Greece",earthquake,3.22,1.961,0.369,2.0,reviewed,us,us
884,2024-10-01T11:45:52.388Z,-30.0576,-71.2276,62.252,4.3,mb,26.0,146.0,0.139,0.45,us,us7000nhg7,2024-10-02T08:44:10.040Z,"15 km SE of Coquimbo, Chile",earthquake,3.84,7.243,0.306,3.0,reviewed,us,us
885,2024-10-01T11:16:05.886Z,-2.905,129.5378,10.0,4.5,mb,24.0,78.0,1.648,0.78,us,us7000nhg2,2024-10-02T08:10:01.040Z,"76 km NE of Masohi, Indonesia",earthquake,7.39,1.874,0.113,23.0,reviewed,us,us
887,2024-10-01T10:11:50.864Z,52.8205,160.2583,37.496,4.9,mb,78.0,106.0,0.995,0.7,us,us7000nhft,2024-10-01T10:34:37.040Z,"112 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,7.78,6.287,0.04,202.0,reviewed,us,us
888,2024-10-01T09:28:05.902Z,-5.9971,124.9161,587.533,6.1,mww,95.0,23.0,3.732,0.71,us,us7000nhex,2024-10-02T09:34:44.962Z,"262 km ESE of Baubau, Indonesia",earthquake,7.62,5.658,0.051,37.0,reviewed,us,us
890,2024-10-01T09:17:15.681Z,-2.6637,-80.9125,35.0,4.6,mb,85.0,153.0,1.437,0.61,us,us7000nhew,2024-10-01T13:42:33.040Z,"47 km S of La Libertad, Ecuador",earthquake,10.2,1.948,0.048,127.0,reviewed,us,us
891,2024-10-01T09:07:36.450Z,-2.7017,-80.8537,35.0,4.5,mwr,70.0,153.0,1.395,0.68,us,us7000nhes,2024-10-01T11:22:17.040Z,"52 km S of La Libertad, Ecuador",earthquake,7.06,1.638,0.068,21.0,reviewed,us,us
893,2024-10-01T08:38:38.191Z,-19.8874,-175.3295,164.536,4.5,mb,37.0,84.0,1.522,1.22,us,us7000nhel,2024-10-01T09:00:05.040Z,"102 km W of Pangai, Tonga",earthquake,10.06,9.214,0.078,48.0,reviewed,us,us
895,2024-10-01T08:23:24.576Z,-19.6058,-174.0438,10.0,5.0,mb,43.0,87.0,1.959,1.77,us,us7000nhee,2024-10-01T20:32:16.784Z,"33 km ENE of Fangale’ounga, Tonga",earthquake,7.69,1.885,0.034,279.0,reviewed,us,us
896,2024-10-01T08:23:12.164Z,4.3436,-87.4192,20.973,4.7,mww,58.0,102.0,5.942,1.4,us,us7000nhec,2024-10-01T08:56:23.040Z,off the coast of Central America,earthquake,7.89,5.563,0.068,21.0,reviewed,us,us
899,2024-10-01T07:10:38.587Z,0.4903,122.2921,121.587,5.0,mb,63.0,59.0,1.596,0.85,us,us7000nhe1,2024-10-01T07:28:26.040Z,"85 km W of Gorontalo, Indonesia",earthquake,7.02,5.419,0.069,68.0,reviewed,us,us
901,2024-10-01T05:52:49.980Z,31.4537,132.406,15.014,4.6,mb,28.0,129.0,1.67,0.65,us,us7000nhdq,2024-10-01T06:53:42.040Z,"100 km E of Nichinan, Japan",earthquake,6.55,4.752,0.112,24.0,reviewed,us,us
903,2024-10-01T05:01:57.237Z,-20.1953,-70.6982,21.903,5.3,mww,77.0,109.0,0.538,0.94,us,us7000nhdc,2024-10-02T00:27:35.082Z,"56 km W of Puerto, Chile",earthquake,3.91,2.814,0.066,22.0,reviewed,us,us
904,2024-10-01T04:49:40.547Z,-41.5464,174.3088,19.541,4.4,mwr,39.0,62.0,0.38,0.66,us,us7000nhda,2024-10-24T00:04:21.542Z,"29 km E of Blenheim, New Zealand",earthquake,4.12,4.184,0.046,46.0,reviewed,us,us
906,2024-10-01T04:06:03.569Z,-4.9975,152.6505,35.0,4.2,mb,15.0,160.0,0.926,0.43,us,us7000nmfe,2024-10-23T23:09:14.040Z,"83 km SSE of Kokopo, Papua New Guinea",earthquake,10.71,1.957,0.167,10.0,reviewed,us,us
907,2024-10-01T02:51:41.244Z,36.4226,71.1971,237.541,4.1,mb,31.0,136.0,2.83,0.39,us,us7000nmg6,2024-10-23T04:03:54.040Z,"41 km SW of Ashkāsham, Afghanistan",earthquake,8.41,9.449,0.174,9.0,reviewed,us,us
908,2024-10-01T02:18:22.375Z,1.1742,98.8898,106.096,5.0,mb,86.0,37.0,1.32,0.8,us,us7000nhcp,2024-10-23T03:38:34.040Z,"48 km WSW of Padangsidempuan, Indonesia",earthquake,7.25,3.984,0.054,109.0,reviewed,us,us
909,2024-10-01T02:16:26.510Z,51.007,-176.1696,36.556,4.3,mb,39.0,198.0,0.869,0.57,us,us7000nhcr,2024-10-23T03:01:04.040Z,"101 km SSE of Adak, Alaska",earthquake,4.59,9.441,0.177,9.0,reviewed,us,us
910,2024-10-01T01:33:38.670Z,-5.2832,152.6263,35.0,5.0,mb,48.0,50.0,1.14,0.84,us,us7000nhci,2024-10-23T02:57:44.040Z,"111 km SSE of Kokopo, Papua New Guinea",earthquake,8.13,1.838,0.058,96.0,reviewed,us,us
912,2024-09-30T23:38:49.801Z,52.7911,160.2161,39.467,4.4,mb,39.0,160.0,0.977,0.97,us,us7000nhby,2024-09-30T23:57:56.040Z,"111 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,9.52,8.821,0.078,47.0,reviewed,us,us
914,2024-09-30T19:56:27.296Z,14.587,-93.8408,10.0,4.3,mb,29.0,192.0,2.211,0.5,us,us7000nhb0,2024-10-04T13:24:56.005Z,"119 km SW of La Esperanza (El Zapotal), Mexico",earthquake,8.6,2.007,0.116,21.0,reviewed,us,us
915,2024-09-30T19:25:16.802Z,-36.5004,-71.781,96.246,4.3,mb,32.0,124.0,0.44,0.8,us,us7000nhap,2024-10-04T16:12:30.005Z,"14 km NNE of Coihueco, Chile",earthquake,8.3,6.682,0.201,7.0,reviewed,us,us
916,2024-09-30T18:16:23.959Z,13.3562,-90.9403,35.0,4.3,mb,35.0,192.0,1.245,0.93,us,us7000nhag,2024-10-03T17:45:39.005Z,"64 km SSW of Puerto San José, Guatemala",earthquake,6.84,1.988,0.076,49.0,reviewed,us,us
917,2024-09-30T17:38:33.888Z,13.2511,-90.909,41.195,4.6,mb,63.0,143.0,1.274,0.74,us,us7000nha6,2024-09-30T20:07:55.040Z,"75 km S of Puerto San José, Guatemala",earthquake,7.66,7.322,0.044,155.0,reviewed,us,us
918,2024-09-30T15:25:16.411Z,-5.677,131.1859,66.742,4.5,mb,33.0,98.0,1.716,1.23,us,us7000nh91,2024-10-22T19:00:37.040Z,"173 km W of Tual, Indonesia",earthquake,7.02,7.24,0.113,23.0,reviewed,us,us
919,2024-09-30T15:19:29.087Z,52.7855,160.0792,61.892,4.4,mb,48.0,138.0,0.898,0.88,us,us7000nh90,2024-10-22T16:58:18.040Z,"102 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,9.6,7.143,0.082,43.0,reviewed,us,us
921,2024-09-30T12:21:58.647Z,53.0351,160.2623,31.539,5.9,mww,110.0,76.0,0.974,1.61,us,us7000nh82,2024-10-01T12:25:26.921Z,"109 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,7.52,3.556,0.041,56.0,reviewed,us,us
922,2024-09-30T11:14:21.623Z,-20.1453,-70.5425,35.0,4.1,ml,13.0,193.0,0.406,0.88,us,us7000nh7u,2024-10-01T05:36:52.395Z,"41 km W of Puerto, Chile",earthquake,5.17,1.976,,,reviewed,us,guc
924,2024-09-30T10:04:46.755Z,8.5437,126.6047,86.864,4.6,mb,42.0,132.0,1.783,1.71,us,us7000nh7k,2024-10-08T06:42:07.040Z,"35 km ENE of Hinatuan, Philippines",earthquake,13.38,6.54,0.088,38.0,reviewed,us,us
925,2024-09-30T06:42:22.218Z,-25.1557,-70.5533,35.0,4.2,mb,23.0,138.0,0.873,0.74,us,us7000nh6t,2024-09-30T10:27:52.040Z,"28 km NNW of Taltal, Chile",earthquake,4.46,1.969,0.167,10.0,reviewed,us,us
927,2024-09-30T02:44:33.489Z,9.1058,40.0807,10.0,4.5,mb,40.0,107.0,1.4,0.53,us,us7000nh6y,2024-10-23T02:54:31.306Z,"16 km NW of Āwash, Ethiopia",earthquake,8.93,1.921,0.106,26.0,reviewed,us,us
928,2024-09-30T01:47:59.308Z,13.2266,-91.0397,35.0,4.4,mb,55.0,149.0,1.397,0.55,us,us7000nh62,2024-10-23T02:09:18.597Z,"81 km SSW of Puerto San José, Guatemala",earthquake,5.76,1.926,0.052,108.0,reviewed,us,us
932,2024-09-29T21:05:04.695Z,-58.0358,-26.0172,82.04,4.4,mb,25.0,111.0,6.95,0.88,us,us6000p033,2024-10-21T22:42:04.040Z,South Sandwich Islands region,earthquake,15.73,7.646,0.12,20.0,reviewed,us,us
934,2024-09-29T20:02:26.438Z,-20.8069,-67.3533,194.104,4.5,mb,48.0,66.0,1.813,0.88,us,us7000nh55,2024-10-21T16:37:00.040Z,"67 km SW of Uyuni, Bolivia",earthquake,4.4,7.712,0.068,63.0,reviewed,us,us
935,2024-09-29T19:40:55.739Z,18.86,145.2836,235.929,4.2,mb,59.0,125.0,3.631,0.67,us,us7000nh53,2024-10-21T16:33:39.040Z,"Pagan region, Northern Mariana Islands",earthquake,12.4,9.065,0.076,49.0,reviewed,us,us
937,2024-09-29T17:50:16.735Z,36.5254,70.7954,191.617,4.4,mb,50.0,130.0,2.559,0.9,us,us7000nh4q,2024-10-21T16:31:02.040Z,"37 km S of Jurm, Afghanistan",earthquake,9.65,8.278,0.085,40.0,reviewed,us,us
941,2024-09-29T14:10:46.554Z,-31.5611,-178.4341,63.055,4.6,mb,17.0,103.0,2.334,1.14,us,us6000p037,2024-10-21T21:09:18.040Z,Kermadec Islands region,earthquake,13.67,9.913,0.146,14.0,reviewed,us,us
942,2024-09-29T11:46:58.877Z,28.7185,65.9011,10.002,4.2,mb,24.0,127.0,9.44,1.31,us,us7000nh3s,2024-10-13T10:47:51.040Z,"43 km NW of Surab, Pakistan",earthquake,12.6,5.42,0.132,16.0,reviewed,us,us
944,2024-09-29T11:09:16.752Z,2.4856,126.814,47.161,5.2,mww,94.0,68.0,1.79,1.2,us,us7000nh3j,2024-10-13T12:51:54.040Z,"157 km WNW of Tobelo, Indonesia",earthquake,7.92,6.474,0.11,8.0,reviewed,us,us
945,2024-09-29T09:47:33.220Z,36.9118333333333,-121.653333333333,6.94,4.15,mw,106.0,47.0,0.02022,0.16,nc,nc75068161,2024-10-15T07:03:23.193Z,"3 km  of Aromas, CA",earthquake,0.15,0.29,,29.0,reviewed,nc,nc
946,2024-09-29T08:39:06.984Z,10.1076,92.9732,78.618,4.3,mb,24.0,145.0,1.555,0.57,us,us6000p02u,2024-10-23T08:07:43.040Z,"174 km S of Port Blair, India",earthquake,13.02,8.111,0.126,18.0,reviewed,us,us
950,2024-09-29T07:05:47.358Z,6.7214,-73.1171,157.274,4.7,mb,49.0,40.0,0.824,0.72,us,us7000nh2v,2024-10-23T12:40:38.040Z,"2 km WSW of Jordán, Colombia",earthquake,8.81,6.182,0.027,405.0,reviewed,us,us
951,2024-09-29T06:53:33.969Z,10.5139,124.465,10.0,5.0,mww,61.0,84.0,3.595,0.73,us,us7000nh2p,2024-10-23T12:36:10.965Z,"14 km SSE of Poro, Philippines",earthquake,9.92,1.742,0.066,22.0,reviewed,us,us
952,2024-09-29T06:27:55.836Z,-4.1519,129.8853,36.969,4.6,mb,40.0,86.0,0.368,0.39,us,us7000nh2n,2024-10-23T12:28:01.040Z,"138 km SE of Masohi, Indonesia",earthquake,7.43,7.5,0.09,37.0,reviewed,us,us
953,2024-09-29T05:18:45.813Z,79.9937,137.0957,10.0,4.6,mb,74.0,96.0,8.629,0.81,us,us7000nh2f,2024-10-23T12:03:59.040Z,north of the New Siberian Islands,earthquake,10.38,1.914,0.048,127.0,reviewed,us,us
954,2024-09-29T04:25:23.456Z,34.1413,70.8963,50.468,4.5,mb,37.0,170.0,4.758,0.71,us,us7000nh29,2024-10-24T00:38:36.040Z,"11 km S of Bāsawul, Afghanistan",earthquake,11.6,9.048,0.089,37.0,reviewed,us,us
957,2024-09-29T02:46:52.203Z,8.1245,126.3208,99.798,4.3,mb,30.0,99.0,1.28,1.0,us,us6000p02p,2024-10-23T04:13:53.040Z,"10 km S of Bislig, Philippines",earthquake,11.24,6.197,0.122,20.0,reviewed,us,us
958,2024-09-29T01:46:35.217Z,-21.2514,-70.2491,63.857,4.5,mwr,42.0,135.0,0.438,0.58,us,us7000nh1r,2024-10-24T00:20:20.931Z,"93 km N of Tocopilla, Chile",earthquake,5.12,5.547,,,reviewed,us,guc
959,2024-09-29T01:39:03.689Z,37.3336,71.6747,10.0,4.2,mb,20.0,236.0,2.487,1.32,us,us7000nh1q,2024-10-23T03:59:03.040Z,"20 km SSE of Khorugh, Tajikistan",earthquake,9.78,1.999,0.159,11.0,reviewed,us,us
960,2024-09-29T00:51:22.760Z,-16.1721,-176.0418,364.332,4.2,mb,24.0,70.0,2.732,0.85,us,us6000p02m,2024-10-23T21:54:23.040Z,"241 km W of Hihifo, Tonga",earthquake,11.74,7.664,0.136,15.0,reviewed,us,us
961,2024-09-29T00:39:36.615Z,44.1217,147.7455,79.542,4.4,mb,27.0,179.0,3.71,0.91,us,us6000p02l,2024-10-23T22:01:49.040Z,"89 km ENE of Shikotan, Russia",earthquake,10.46,7.928,0.134,16.0,reviewed,us,us
962,2024-09-29T00:30:47.515Z,-16.9484,167.6193,44.36,4.5,mb,18.0,199.0,4.776,0.83,us,us6000p02k,2024-10-23T22:09:24.040Z,"96 km SSE of Lakatoro, Vanuatu",earthquake,8.36,9.947,0.156,12.0,reviewed,us,us
965,2024-09-28T22:29:59.231Z,-6.8997,125.1696,528.008,4.4,mb,31.0,52.0,3.379,0.59,us,us6000p028,2024-10-23T22:17:06.040Z,"187 km N of Likisá, Timor Leste",earthquake,9.46,10.132,0.123,19.0,reviewed,us,us
970,2024-09-28T19:56:30.171Z,38.1101,69.9384,51.293,4.5,mb,39.0,212.0,0.913,1.23,us,us7000nh0t,2024-10-23T23:57:36.040Z,"8 km W of Mŭ’minobod, Tajikistan",earthquake,4.88,7.391,0.104,27.0,reviewed,us,us
973,2024-09-28T19:13:34.230Z,11.7919,-73.4917,10.0,4.6,mb,39.0,106.0,1.47,0.78,us,us6000p020,2024-10-23T03:17:03.040Z,"60 km NNW of Dibulla, Colombia",earthquake,8.73,1.896,0.096,32.0,reviewed,us,us
974,2024-09-28T19:12:09.322Z,11.8435,-73.4642,10.0,4.5,mb,55.0,47.0,1.448,0.83,us,us7000nh0q,2024-10-23T23:47:01.040Z,"65 km NNW of Dibulla, Colombia",earthquake,5.62,1.88,0.058,88.0,reviewed,us,us
976,2024-09-28T18:28:15.460Z,3.1922,125.6232,164.733,4.6,mb,76.0,68.0,2.969,0.77,us,us7000nh0m,2024-09-28T22:01:01.040Z,"201 km NNE of Bitung, Indonesia",earthquake,6.56,7.219,0.063,82.0,reviewed,us,us
978,2024-09-28T17:09:55.172Z,3.0599,122.4001,539.486,4.5,mb,127.0,35.0,2.522,0.54,us,us7000nh0f,2024-09-28T21:11:46.040Z,"288 km NNW of Gorontalo, Indonesia",earthquake,9.8,6.428,0.052,119.0,reviewed,us,us
979,2024-09-28T16:52:40.597Z,-15.4248,-178.7128,10.0,5.1,mww,63.0,122.0,1.249,0.56,us,us7000nh0b,2024-10-01T16:11:51.040Z,"138 km SSW of Leava, Wallis and Futuna",earthquake,5.49,1.847,0.089,12.0,reviewed,us,us
980,2024-09-28T16:31:21.345Z,-4.5822,144.7372,199.126,4.4,mb,63.0,55.0,3.64,0.65,us,us6000p01u,2024-10-23T22:01:17.040Z,"94 km SE of Angoram, Papua New Guinea",earthquake,8.22,7.75,0.073,55.0,reviewed,us,us
981,2024-09-28T16:27:15.537Z,-39.4453,-72.2865,82.409,4.2,mb,28.0,89.0,0.192,0.85,us,us7000nh04,2024-10-23T21:42:43.537Z,"18 km SSW of Villarrica, Chile",earthquake,5.77,4.788,0.104,27.0,reviewed,us,us
983,2024-09-28T15:43:06.124Z,79.9798,137.2877,10.0,4.9,mb,186.0,45.0,8.626,0.81,us,us7000ngzz,2024-10-23T21:38:17.040Z,north of the New Siberian Islands,earthquake,9.75,1.881,0.031,335.0,reviewed,us,us
984,2024-09-28T15:40:47.643Z,-10.9954,161.3834,14.045,4.9,mww,97.0,43.0,2.095,0.5,us,us7000ngzw,2024-10-23T21:33:29.040Z,"83 km SW of Kirakira, Solomon Islands",earthquake,8.27,4.361,0.083,14.0,reviewed,us,us
986,2024-09-28T15:10:55.688Z,-24.9568,-177.6612,181.321,4.2,mb,16.0,269.0,4.278,0.95,us,us6000p024,2024-10-23T21:26:04.040Z,south of the Fiji Islands,earthquake,17.94,14.102,0.14,17.0,reviewed,us,us
987,2024-09-28T14:38:23.443Z,18.5811,145.4395,193.681,4.3,mb,30.0,139.0,3.338,0.49,us,us6000p01y,2024-10-21T21:17:11.040Z,"Pagan region, Northern Mariana Islands",earthquake,11.87,5.6,0.111,23.0,reviewed,us,us
989,2024-09-28T13:33:19.683Z,51.993,179.4216,188.247,4.3,mb,29.0,81.0,0.096,0.76,us,us7000ngzg,2024-09-28T17:14:49.302Z,"271 km W of Adak, Alaska",earthquake,13.44,9.326,0.044,148.0,reviewed,us,us
990,2024-09-28T13:09:25.342Z,38.0566,73.2882,10.0,4.6,mb,41.0,147.0,2.773,1.05,us,us7000ngzd,2024-09-28T13:56:50.040Z,"60 km WSW of Murghob, Tajikistan",earthquake,6.89,1.928,0.09,37.0,reviewed,us,us
992,2024-09-28T12:56:27.458Z,14.371,-93.1299,40.51,4.3,mb,47.0,192.0,1.535,1.13,us,us7000ngz8,2024-10-23T11:33:19.040Z,"85 km WSW of Puerto Madero, Mexico",earthquake,6.58,12.111,0.068,62.0,reviewed,us,us
993,2024-09-28T12:32:38.564Z,25.8513,141.7033,86.547,5.2,mb,66.0,137.0,1.312,0.69,us,us7000ngz7,2024-10-23T11:22:22.040Z,"Volcano Islands, Japan region",earthquake,10.76,7.489,0.053,119.0,reviewed,us,us
995,2024-09-28T12:18:13.410Z,37.2814,21.1868,11.41,4.7,mb,39.0,52.0,0.598,1.1,us,us7000ngz5,2024-10-23T11:13:42.748Z,"37 km WNW of Filiatrá, Greece",earthquake,4.49,4.338,0.098,32.0,reviewed,us,us
996,2024-09-28T12:14:10.043Z,39.0526,56.027,10.0,4.6,mb,33.0,126.0,1.987,0.71,us,us7000ngz3,2024-10-23T10:59:15.040Z,"23 km WNW of Serdar, Turkmenistan",earthquake,8.24,1.925,0.105,27.0,reviewed,us,us
997,2024-09-28T11:17:56.021Z,10.9288,-62.4931,127.229,4.2,mb,33.0,158.0,1.451,0.74,us,us6000p01j,2024-10-23T06:17:36.040Z,"44 km NNW of Güiria, Venezuela",earthquake,11.72,8.801,0.084,40.0,reviewed,us,us
998,2024-09-28T09:48:55.767Z,-28.4512,-177.0414,63.78,4.2,mb,14.0,262.0,1.11,0.55,us,us6000p01l,2024-10-23T06:55:39.040Z,Kermadec Islands region,earthquake,10.95,5.457,0.159,12.0,reviewed,us,us
1001,2024-09-28T05:44:21.996Z,39.2085,71.3715,10.0,4.2,mb,14.0,193.0,0.949,0.85,us,us6000p01f,2024-10-23T04:34:25.040Z,"13 km WSW of Karakenja, Tajikistan",earthquake,4.23,1.969,0.216,6.0,reviewed,us,us
1002,2024-09-28T05:04:48.848Z,19.0892,145.7983,148.135,4.4,mb,29.0,146.0,3.827,0.64,us,us6000p01e,2024-10-23T04:24:57.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,13.75,10.212,0.111,23.0,reviewed,us,us
1005,2024-09-28T03:09:27.042Z,42.0235,-126.7178,10.0,4.3,mb,43.0,196.0,1.784,0.86,us,us6000p01b,2024-10-23T23:30:35.040Z,"194 km W of Pistol River, Oregon",earthquake,8.89,1.971,0.142,14.0,reviewed,us,us
1006,2024-09-28T03:06:12.212Z,41.8636,-126.8678,10.0,4.5,mb,72.0,175.0,1.928,0.67,us,us7000ngxs,2024-10-23T23:28:33.933Z,"209 km WSW of Pistol River, Oregon",earthquake,8.34,1.892,0.091,35.0,reviewed,us,us
